Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,205.1300048828125,205.88999938964844,203.8699951171875,203.8699951171875,183.30813598632812,114877900
2016-01-04,200.49000549316406,201.02999877929688,198.58999633789062,201.02000427246094,180.7455596923828,222353500
2016-01-05,201.39999389648438,201.89999389648438,200.0500030517578,201.36000061035156,181.05126953125,110845800
2016-01-06,198.33999633789062,200.05999755859375,197.60000610351562,198.82000732421875,178.7674560546875,152112600
2016-01-07,195.3300018310547,197.44000244140625,193.58999633789062,194.0500030517578,174.47854614257812,213436100
2016-01-08,195.19000244140625,195.85000610351562,191.5800018310547,191.9199981689453,172.56338500976562,209817200
2016-01-11,193.00999450683594,193.41000366210938,189.82000732421875,192.11000061035156,172.7342071533203,187941300
2016-01-12,193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210938,174.12786865234375,172330500
2016-01-13,194.4499969482422,194.86000061035156,188.3800048828125,188.8300018310547,169.78501892089844,221168900
2016-01-14,189.5500030517578,193.25999450683594,187.66000366210938,191.92999267578125,172.5723419189453,240795600
2016-01-15,186.77000427246094,188.75999450683594,185.52000427246094,187.80999755859375,168.86788940429688,324846400
2016-01-19,189.9600067138672,190.11000061035156,186.1999969482422,188.05999755859375,169.09268188476562,195244400
2016-01-20,185.02999877929688,187.5,181.02000427246094,185.64999389648438,166.92576599121094,286547800
2016-01-21,186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,167.86080932617188,195772900
2016-01-22,189.77999877929688,190.75999450683594,188.8800048828125,190.52000427246094,171.30458068847656,168319600
2016-01-25,189.9199981689453,190.14999389648438,187.41000366210938,187.63999938964844,168.7150421142578,130371700
2016-01-26,188.4199981689453,190.52999877929688,188.02000427246094,190.1999969482422,171.01683044433594,141036800
2016-01-27,189.5800018310547,191.55999755859375,187.05999755859375,188.1300048828125,169.1555938720703,185681700
2016-01-28,189.9600067138672,190.1999969482422,187.16000366210938,189.11000061035156,170.0367889404297,143798800
2016-01-29,190.02000427246094,193.8800048828125,189.8800048828125,193.72000122070312,174.18185424804688,210529300
2016-02-01,192.52999877929688,194.5800018310547,191.83999633789062,193.64999389648438,174.1188507080078,136061600
2016-02-02,191.9600067138672,191.97000122070312,189.5399932861328,190.16000366210938,170.98089599609375,182564900
2016-02-03,191.41000366210938,191.77999877929688,187.10000610351562,191.3000030517578,172.00588989257812,205054900
2016-02-04,190.7100067138672,192.75,189.9600067138672,191.60000610351562,172.27561950683594,139531800
2016-02-05,190.99000549316406,191.6699981689453,187.1999969482422,187.9499969482422,168.9937744140625,180788300
2016-02-08,185.77000427246094,186.1199951171875,182.8000030517578,185.4199981689453,166.71897888183594,191526700
2016-02-09,183.36000061035156,186.94000244140625,183.1999969482422,185.42999267578125,166.72793579101562,184513100
2016-02-10,186.41000366210938,188.33999633789062,185.1199951171875,185.27000427246094,166.58407592773438,148214100
2016-02-11,182.33999633789062,184.10000610351562,181.08999633789062,182.86000061035156,164.41717529296875,219058900
2016-02-12,184.9600067138672,186.64999389648438,183.9600067138672,186.6300048828125,167.806884765625,127632400
2016-02-16,188.77000427246094,189.80999755859375,187.6300048828125,189.77999877929688,170.63917541503906,120250700
2016-02-17,191.16000366210938,193.32000732421875,191.00999450683594,192.8800048828125,173.426513671875,136009500
2016-02-18,193.1999969482422,193.27000427246094,191.72000122070312,192.08999633789062,172.71621704101562,102343000
2016-02-19,191.1699981689453,192.17999267578125,190.4499969482422,192.0,172.63531494140625,114793000
2016-02-22,193.8699951171875,194.9499969482422,193.7899932861328,194.77999877929688,175.1348876953125,103640300
2016-02-23,194.0,194.32000732421875,192.17999267578125,192.32000732421875,172.92300415039062,111455300
2016-02-24,190.6300048828125,193.52999877929688,189.32000732421875,193.1999969482422,173.7143096923828,150812200
2016-02-25,193.72999572753906,195.5500030517578,192.8300018310547,195.5399932861328,175.81822204589844,110728300
2016-02-26,196.57000732421875,196.67999267578125,194.89999389648438,195.08999633789062,175.4136505126953,129833700
2016-02-29,195.11000061035156,196.22999572753906,193.3300018310547,193.55999755859375,174.0379638671875,125918100
2016-03-01,195.00999450683594,198.2100067138672,194.4499969482422,198.11000061035156,178.12905883789062,141799700
2016-03-02,197.74000549316406,199.05999755859375,197.25,199.0,178.92930603027344,102415000
2016-03-03,198.7899932861328,199.8000030517578,198.11000061035156,199.77999877929688,179.63063049316406,95172200
2016-03-04,200.00999450683594,201.35000610351562,199.02999877929688,200.42999267578125,180.21507263183594,129293600
2016-03-07,199.33999633789062,201.07000732421875,199.25,200.58999633789062,180.3589324951172,100219000
2016-03-08,199.32000732421875,199.9199981689453,198.2100067138672,198.39999389648438,178.3898162841797,123974900
2016-03-09,199.36000061035156,199.7899932861328,198.42999267578125,199.3800048828125,179.2709197998047,94801200
2016-03-10,199.9600067138672,201.07000732421875,197.3800048828125,199.5399932861328,179.41481018066406,156838700
